fact,explanation,gen_time
"[2, 1, 5, 7, 30, 9, 0, 0, 9, 3, 30, 8, 0, 0, 8, 0, 30, 3, 6, 0, 9, 2, 30, 6, 3, 0, 9, 0, 30, 2, 4, 0, 6, 0, 22, 0, 0, 179]","[2, 2, 1, 3, 30, 4, 0, 0, 4, 0, 30, 4, 0, 0, 4, 0, 30, 0, 4, 0, 4, 0, 30, 1, 3, 0, 4, 0, 30, 2, 1, 0, 3, 22, 0, 0, 159, 39]",188.0482096672058
"[2, 4, 7, 1, 30, 1, 2, 0, 3, 1, 30, 0, 0, 0, 0, 0, 30, 0, 3, 0, 3, 6, 30, 1, 2, 0, 3, 2, 30, 0, 0, 0, 0, 0, 22, 0, 0, 219]","[2, 2, 1, 1, 30, 1, 2, 0, 3, 1, 30, 0, 0, 0, 0, 0, 30, 0, 3, 0, 3, 6, 30, 1, 2, 0, 3, 2, 30, 0, 0, 0, 0, 22, 0, 0, 219, 39]",187.596777677536
"[2, 2, 16, 3, 30, 3, 5, 0, 8, 0, 30, 4, 0, 0, 4, 0, 30, 0, 8, 0, 8, 12, 30, 8, 0, 0, 8, 2, 30, 3, 0, 0, 3, 1, -3, 0, 1, 499]","[2, 2, 1, 3, 30, 3, 5, 0, 8, 1, 30, 4, 0, 0, 4, 0, 30, 0, 8, 0, 8, 12, 30, 8, 0, 0, 8, 0, 30, 3, 0, 0, 3, -3, 0, 1, 499, 39]",188.3877465724945
"[2, 3, 27, 2, 30, 4, 0, 0, 4, 0, 30, 6, 0, 0, 6, 0, 30, 0, 4, 0, 4, 2, 30, 4, 0, 0, 4, 1, 30, 3, 0, 0, 3, 1, -3, 0, 1, 819]","[2, 2, 1, 0, 30, 4, 0, 0, 4, 0, 30, 6, 0, 0, 6, 0, 30, 0, 4, 0, 4, 2, 30, 4, 0, 0, 4, 1, 30, 3, 0, 0, 3, -3, 0, 1, 819, 39]",186.79781460762024
"[2, 4, 23, 0, 30, 10, 2, 0, 12, 0, 30, 6, 0, 0, 6, 0, 30, 3, 9, 0, 12, 1, 30, 12, 0, 0, 12, 1, 30, 3, 2, 0, 5, 1, -3, 0, 1, 719]","[2, 2, 1, 0, 30, 10, 2, 0, 12, 0, 30, 6, 0, 0, 6, 0, 30, 3, 9, 0, 12, 1, 30, 12, 0, 0, 12, 0, 30, 3, 2, 0, 5, -3, 0, 1, 719, 39]",186.85580468177795
"[2, 1, 15, 4, 30, 8, 0, 0, 8, 3, 30, 2, 0, 0, 2, 0, 30, 3, 5, 0, 8, 9, 30, 8, 0, 0, 8, 1, 30, 2, 2, 0, 4, 1, -3, 0, 1, 479]","[2, 2, 1, 4, 30, 8, 0, 0, 8, 3, 30, 2, 0, 0, 2, 0, 30, 3, 5, 0, 8, 9, 30, 8, 0, 0, 8, 1, 30, 2, 2, 0, 4, -3, 0, 1, 479, 39]",189.0597698688507
"[2, 1, 3, 2, 30, 10, 5, 0, 15, 0, 30, 9, 1, 0, 10, 0, 30, 2, 13, 0, 15, 3, 30, 15, 0, 0, 15, 0, 30, 2, 7, 0, 9, 0, 22, 0, 0, 119]","[2, 2, 1, 2, 30, 10, 5, 0, 15, 0, 30, 9, 1, 0, 10, 0, 30, 2, 13, 0, 15, 3, 30, 15, 0, 0, 15, 0, 30, 2, 7, 0, 9, 22, 0, 0, 119, 39]",203.04881024360657
"[2, 0, 39, 0, 30, 2, 2, 0, 4, 8, 30, 0, 0, 0, 0, 0, 30, 1, 3, 0, 4, 1, 30, 1, 3, 0, 4, 28, 30, 1, 0, 0, 1, 1, -3, 0, 1, 1179]","[2, 2, 1, 1, 30, 4, 6, 0, 10, 4, 30, 2, 0, 0, 2, 0, 30, 1, 9, 0, 10, 0, 30, 2, 8, 0, 10, 21, 30, 4, 0, 0, 4, -3, 0, 1, 1159, 39]",203.7049789428711
"[2, 4, 9, 0, 30, 2, 2, 0, 4, 0, 30, 2, 0, 0, 2, 0, 30, 0, 4, 0, 4, 0, 30, 3, 1, 0, 4, 0, 30, 2, 0, 0, 2, 0, 22, 0, 0, 279]","[2, 2, 1, 0, 30, 2, 2, 0, 4, 0, 30, 2, 0, 0, 2, 0, 30, 0, 4, 0, 4, 0, 30, 3, 1, 0, 4, 0, 30, 2, 0, 0, 2, 22, 0, 0, 279, 39]",198.76057124137878
"[2, 0, 37, 1, 30, 2, 3, 0, 5, 4, 30, 2, 0, 0, 2, 0, 30, 0, 5, 0, 5, 0, 30, 0, 5, 0, 5, 10, 30, 3, 0, 0, 3, 1, -3, 0, 1, 1119]","[2, 2, 1, 0, 30, 4, 1, 0, 5, 0, 30, 2, 0, 0, 2, 1, 30, 2, 3, 0, 5, 0, 30, 2, 3, 0, 5, 6, 30, 1, 0, 0, 1, -3, 0, 1, 1099, 39]",190.42895984649658
"[2, 0, 10, 2, 30, 9, 0, 0, 9, 3, 30, 6, 2, 0, 8, 0, 30, 3, 6, 0, 9, 3, 30, 9, 0, 0, 9, 0, 30, 1, 4, 0, 5, 1, -3, 0, 1, 319]","[2, 2, 1, 3, 30, 6, 7, 0, 13, 3, 30, 4, 0, 0, 4, 1, 30, 2, 11, 0, 13, 0, 30, 6, 7, 0, 13, 0, 30, 3, 2, 0, 5, -3, 0, 1, 299, 39]",192.1378538608551
"[2, 1, 31, 9, 30, 12, 0, 0, 12, 1, 30, 6, 2, 0, 8, 0, 30, 1, 11, 0, 12, 0, 30, 10, 2, 0, 12, 0, 30, 1, 5, 0, 6, 1, -3, 0, 1, 959]","[2, 2, 1, 6, 30, 5, 0, 0, 5, 1, 30, 2, 0, 0, 2, 0, 30, 0, 5, 0, 5, 1, 30, 5, 0, 0, 5, 0, 30, 1, 1, 0, 2, -3, 0, 1, 939, 39]",196.64855194091797
"[2, 4, 25, 6, 30, 11, 0, 0, 11, 5, 30, 4, 0, 0, 4, 0, 30, 2, 9, 0, 11, 6, 30, 7, 4, 0, 11, 0, 30, 3, 2, 0, 5, 1, -3, 0, 1, 779]","[2, 2, 1, 6, 30, 11, 0, 0, 11, 5, 30, 4, 0, 0, 4, 0, 30, 2, 9, 0, 11, 6, 30, 7, 4, 0, 11, 0, 30, 3, 2, 0, 5, -3, 0, 1, 779, 39]",195.3858118057251
"[2, 4, 25, 4, 30, 4, 0, 0, 4, 1, 30, 2, 0, 0, 2, 0, 30, 0, 4, 0, 4, 0, 30, 3, 1, 0, 4, 1, 30, 2, 1, 0, 3, 1, -3, 0, 1, 759]","[2, 2, 1, 4, 30, 4, 0, 0, 4, 1, 30, 2, 0, 0, 2, 0, 30, 0, 4, 0, 4, 0, 30, 3, 1, 0, 4, 1, 30, 2, 1, 0, 3, -3, 0, 1, 759, 39]",195.3564121723175
"[2, 1, 3, 2, 30, 10, 5, 0, 15, 0, 30, 9, 1, 0, 10, 0, 30, 2, 13, 0, 15, 4, 30, 14, 1, 0, 15, 0, 30, 2, 7, 0, 9, 0, 22, 0, 0, 119]","[2, 2, 1, 2, 30, 10, 5, 0, 15, 0, 30, 9, 1, 0, 10, 0, 30, 2, 13, 0, 15, 4, 30, 14, 1, 0, 15, 0, 30, 2, 7, 0, 9, 22, 0, 0, 119, 39]",196.6052806377411
"[2, 4, 19, 0, 30, 3, 1, 0, 4, 3, 30, 4, 0, 0, 4, 0, 30, 0, 4, 0, 4, 0, 30, 3, 1, 0, 4, 0, 30, 0, 3, 0, 3, 1, -3, 0, 1, 579]","[2, 2, 1, 0, 30, 3, 1, 0, 4, 3, 30, 4, 0, 0, 4, 0, 30, 0, 4, 0, 4, 0, 30, 3, 1, 0, 4, 0, 30, 0, 3, 0, 3, -3, 0, 1, 579, 39]",194.76179766654968
"[2, 0, 11, 2, 30, 2, 0, 0, 2, 5, 30, 0, 0, 0, 0, 0, 30, 1, 1, 0, 2, 3, 30, 2, 0, 0, 2, 0, 30, 0, 1, 0, 1, 1, -3, 0, 1, 339]","[2, 2, 1, 2, 30, 9, 0, 0, 9, 0, 30, 4, 4, 0, 8, 0, 30, 3, 6, 0, 9, 1, 30, 8, 1, 0, 9, 0, 30, 1, 4, 0, 5, -3, 0, 1, 319, 39]",188.37812399864197
"[2, 0, 31, 6, 30, 12, 0, 0, 12, 1, 30, 6, 2, 0, 8, 0, 30, 1, 11, 0, 12, 4, 30, 10, 2, 0, 12, 0, 30, 1, 5, 0, 6, 1, -3, 0, 1, 959]","[2, 2, 1, 4, 30, 5, 0, 0, 5, 0, 30, 2, 0, 0, 2, 0, 30, 0, 5, 0, 5, 0, 30, 4, 1, 0, 5, 0, 30, 1, 1, 0, 2, -3, 0, 1, 939, 39]",201.1574969291687
"[2, 2, 14, 0, 30, 3, 5, 0, 8, 8, 30, 2, 0, 0, 2, 1, 30, 2, 6, 0, 8, 8, 30, 8, 0, 0, 8, 0, 30, 4, 0, 0, 4, 1, -3, 0, 1, 439]","[2, 2, 1, 0, 30, 3, 5, 0, 8, 8, 30, 2, 0, 0, 2, 1, 30, 2, 6, 0, 8, 8, 30, 8, 0, 0, 8, 0, 30, 4, 0, 0, 4, -3, 0, 1, 439, 39]",196.06936073303223
"[2, 1, 31, 8, 30, 12, 0, 0, 12, 1, 30, 6, 2, 0, 8, 0, 30, 1, 11, 0, 12, 7, 30, 10, 2, 0, 12, 0, 30, 1, 5, 0, 6, 1, -3, 0, 1, 959]","[2, 2, 1, 5, 30, 5, 0, 0, 5, 0, 30, 2, 0, 0, 2, 0, 30, 0, 5, 0, 5, 4, 30, 3, 2, 0, 5, 0, 30, 1, 1, 0, 2, -3, 0, 1, 939, 39]",193.59908056259155
"[2, 4, 8, 2, 30, 5, 4, 0, 9, 0, 30, 4, 2, 0, 6, 0, 30, 2, 7, 0, 9, 2, 30, 9, 0, 0, 9, 0, 30, 3, 3, 0, 6, 0, 22, 0, 0, 259]","[2, 2, 1, 2, 30, 5, 4, 0, 9, 0, 30, 4, 2, 0, 6, 0, 30, 2, 7, 0, 9, 0, 30, 9, 0, 0, 9, 0, 30, 3, 3, 0, 6, 22, 0, 0, 259, 39]",193.9759202003479
"[2, 4, 25, 3, 30, 11, 0, 0, 11, 7, 30, 4, 0, 0, 4, 0, 30, 2, 9, 0, 11, 8, 30, 7, 4, 0, 11, 0, 30, 3, 2, 0, 5, 1, -3, 0, 1, 779]","[2, 2, 1, 3, 30, 11, 0, 0, 11, 7, 30, 4, 0, 0, 4, 0, 30, 2, 9, 0, 11, 8, 30, 7, 4, 0, 11, 0, 30, 3, 2, 0, 5, -3, 0, 1, 779, 39]",197.53125953674316
"[2, 1, 4, 0, 30, 6, 3, 0, 9, 2, 30, 2, 6, 0, 8, 0, 30, 1, 8, 0, 9, 2, 30, 7, 2, 0, 9, 1, 30, 5, 1, 0, 6, 0, 22, 0, 0, 139]","[2, 2, 1, 0, 30, 6, 3, 0, 9, 2, 30, 2, 6, 0, 8, 0, 30, 1, 8, 0, 9, 2, 30, 7, 2, 0, 9, 1, 30, 5, 1, 0, 6, 22, 0, 0, 139, 39]",199.48945474624634
"[2, 2, 28, 1, 30, 6, 1, 0, 7, 0, 30, 0, 0, 0, 0, 0, 30, 0, 7, 0, 7, 2, 30, 6, 1, 0, 7, 0, 30, 0, 6, 0, 6, 1, -3, 0, 1, 859]","[2, 2, 1, 1, 30, 6, 1, 0, 7, 0, 30, 0, 0, 0, 0, 0, 30, 0, 7, 0, 7, 2, 30, 6, 1, 0, 7, 0, 30, 0, 6, 0, 6, -3, 0, 1, 859, 39]",197.1217122077942
"[2, 4, 28, 1, 30, 6, 1, 0, 7, 0, 30, 0, 0, 0, 0, 0, 30, 0, 7, 0, 7, 1, 30, 6, 1, 0, 7, 0, 30, 0, 6, 0, 6, 1, -3, 0, 1, 859]","[2, 2, 1, 1, 30, 6, 1, 0, 7, 0, 30, 0, 0, 0, 0, 0, 30, 0, 7, 0, 7, 1, 30, 6, 1, 0, 7, 0, 30, 0, 6, 0, 6, -3, 0, 1, 859, 39]",195.68905687332153
"[2, 0, 9, 0, 30, 1, 3, 0, 4, 5, 30, 2, 0, 0, 2, 0, 30, 0, 4, 0, 4, 0, 30, 2, 2, 0, 4, 0, 30, 2, 0, 0, 2, 0, 22, 0, 0, 279]","[2, 2, 1, 0, 30, 6, 3, 0, 9, 0, 30, 4, 2, 0, 6, 0, 30, 2, 7, 0, 9, 0, 30, 9, 0, 0, 9, 0, 30, 3, 3, 0, 6, 22, 0, 0, 259, 39]",197.816424369812
"[2, 0, 25, 4, 30, 11, 0, 0, 11, 11, 30, 4, 0, 0, 4, 0, 30, 2, 9, 0, 11, 6, 30, 6, 5, 0, 11, 0, 30, 3, 2, 0, 5, 1, -3, 0, 1, 779]","[2, 2, 1, 3, 30, 4, 0, 0, 4, 0, 30, 2, 0, 0, 2, 0, 30, 0, 4, 0, 4, 3, 30, 1, 3, 0, 4, 1, 30, 2, 1, 0, 3, -3, 0, 1, 759, 39]",198.11133909225464
"[2, 0, 37, 1, 30, 2, 3, 0, 5, 5, 30, 2, 0, 0, 2, 0, 30, 0, 5, 0, 5, 0, 30, 0, 5, 0, 5, 10, 30, 3, 0, 0, 3, 1, -3, 0, 1, 1119]","[2, 2, 1, 0, 30, 5, 0, 0, 5, 0, 30, 2, 0, 0, 2, 1, 30, 2, 3, 0, 5, 0, 30, 2, 3, 0, 5, 6, 30, 1, 0, 0, 1, -3, 0, 1, 1099, 39]",195.318204164505
"[2, 3, 11, 0, 30, 2, 0, 0, 2, 0, 30, 0, 0, 0, 0, 0, 30, 1, 1, 0, 2, 4, 30, 2, 0, 0, 2, 0, 30, 0, 1, 0, 1, 1, -3, 0, 1, 339]","[2, 2, 1, 0, 30, 2, 0, 0, 2, 0, 30, 0, 0, 0, 0, 0, 30, 1, 1, 0, 2, 4, 30, 2, 0, 0, 2, 0, 30, 0, 1, 0, 1, -3, 0, 1, 339, 39]",195.42009115219116
"[2, 3, 30, 5, 30, 8, 1, 0, 9, 5, 30, 2, 4, 0, 6, 0, 30, 1, 8, 0, 9, 2, 30, 7, 2, 0, 9, 1, 30, 3, 2, 0, 5, 1, -3, 0, 1, 919]","[2, 2, 1, 5, 30, 8, 1, 0, 9, 5, 30, 2, 4, 0, 6, 0, 30, 1, 8, 0, 9, 2, 30, 7, 2, 0, 9, 1, 30, 3, 2, 0, 5, -3, 0, 1, 919, 39]",197.04617381095886
"[2, 2, 14, 0, 30, 4, 4, 0, 8, 5, 30, 2, 0, 0, 2, 1, 30, 2, 6, 0, 8, 7, 30, 8, 0, 0, 8, 0, 30, 4, 0, 0, 4, 1, -3, 0, 1, 439]","[2, 2, 1, 0, 30, 4, 4, 0, 8, 5, 30, 2, 0, 0, 2, 1, 30, 2, 6, 0, 8, 7, 30, 8, 0, 0, 8, 0, 30, 4, 0, 0, 4, -3, 0, 1, 439, 39]",196.3755645751953
"[2, 3, 8, 2, 30, 5, 4, 0, 9, 0, 30, 4, 2, 0, 6, 0, 30, 2, 7, 0, 9, 4, 30, 9, 0, 0, 9, 0, 30, 3, 3, 0, 6, 0, 22, 0, 0, 259]","[2, 2, 1, 2, 30, 5, 4, 0, 9, 0, 30, 4, 2, 0, 6, 0, 30, 2, 7, 0, 9, 2, 30, 9, 0, 0, 9, 0, 30, 3, 3, 0, 6, 22, 0, 0, 259, 39]",196.6083459854126
"[2, 1, 5, 9, 30, 9, 0, 0, 9, 2, 30, 8, 0, 0, 8, 0, 30, 3, 6, 0, 9, 2, 30, 7, 2, 0, 9, 0, 30, 2, 4, 0, 6, 0, 22, 0, 0, 179]","[2, 2, 1, 1, 30, 4, 0, 0, 4, 0, 30, 4, 0, 0, 4, 0, 30, 0, 4, 0, 4, 0, 30, 3, 1, 0, 4, 0, 30, 2, 1, 0, 3, 22, 0, 0, 159, 39]",195.53198051452637
"[2, 2, 15, 5, 30, 8, 0, 0, 8, 2, 30, 2, 0, 0, 2, 0, 30, 3, 5, 0, 8, 6, 30, 8, 0, 0, 8, 1, 30, 2, 2, 0, 4, 1, -3, 0, 1, 479]","[2, 2, 1, 5, 30, 8, 0, 0, 8, 2, 30, 2, 0, 0, 2, 0, 30, 3, 5, 0, 8, 6, 30, 8, 0, 0, 8, 1, 30, 2, 2, 0, 4, -3, 0, 1, 479, 39]",195.83468222618103
"[2, 0, 4, 0, 30, 6, 3, 0, 9, 4, 30, 2, 6, 0, 8, 0, 30, 1, 8, 0, 9, 0, 30, 5, 4, 0, 9, 1, 30, 5, 1, 0, 6, 0, 22, 0, 0, 139]","[2, 2, 1, 0, 30, 11, 4, 0, 15, 0, 30, 9, 1, 0, 10, 0, 30, 2, 13, 0, 15, 0, 30, 14, 1, 0, 15, 0, 30, 2, 7, 0, 9, 22, 0, 0, 119, 39]",188.70022225379944
"[2, 1, 27, 2, 30, 3, 1, 0, 4, 1, 30, 6, 0, 0, 6, 0, 30, 0, 4, 0, 4, 3, 30, 4, 0, 0, 4, 1, 30, 3, 0, 0, 3, 1, -3, 0, 1, 819]","[2, 2, 1, 2, 30, 3, 1, 0, 4, 1, 30, 6, 0, 0, 6, 0, 30, 0, 4, 0, 4, 3, 30, 4, 0, 0, 4, 1, 30, 3, 0, 0, 3, -3, 0, 1, 819, 39]",190.81544518470764
"[2, 2, 28, 1, 30, 6, 1, 0, 7, 1, 30, 0, 0, 0, 0, 0, 30, 0, 7, 0, 7, 2, 30, 6, 1, 0, 7, 0, 30, 0, 6, 0, 6, 1, -3, 0, 1, 859]","[2, 2, 1, 1, 30, 6, 1, 0, 7, 1, 30, 0, 0, 0, 0, 0, 30, 0, 7, 0, 7, 2, 30, 6, 1, 0, 7, 0, 30, 0, 6, 0, 6, -3, 0, 1, 859, 39]",186.9687750339508
